source_region,target_region,model,n_stations,n_cells,mae_mean,brier_mean,mae_out_minus_in_mean,brier_out_minus_in_mean
CNA,CNA,regional_doy_climatology,438,14,3.4951889062762675,0.7195435680303586,0.0,0.0
CNA,EAS,regional_doy_climatology,110,16,7.05100319635246,0.626170923640426,-1.81385405217885,0.03525195241200223
CNA,EAU,regional_doy_climatology,241,6,4.0881561058061555,0.7045848321315354,-0.11024211297260456,0.03967850655820005
CNA,ENA,regional_doy_climatology,522,21,4.149709095342572,0.6543172192527054,-0.557076291449896,-0.06989125513343622
CNA,MED,regional_doy_climatology,328,19,3.1506088665017344,0.7345318883227439,0.3448028336327469,0.10294513960675716
CNA,NCA,regional_doy_climatology,144,7,2.7502310642580556,0.7804821569714152,0.8933137795278218,0.30180860111099206
CNA,NEU,regional_doy_climatology,1000,28,3.133747934737783,0.6274908705641465,-0.014855890385975588,-0.018936817192345124
CNA,NWN,regional_doy_climatology,183,36,3.543916555350271,0.6595961046162048,-0.1964102899454119,-0.06563357647670767
CNA,SAU,regional_doy_climatology,351,13,3.0067295285126345,0.6789992901985624,0.22939978770666797,0.02979617768273057
CNA,WCE,regional_doy_climatology,1000,14,3.0244231981607603,0.6348459488003384,-0.042434722113099496,-0.021725344607234732
CNA,WNA,regional_doy_climatology,975,17,3.2671245273641807,0.6912802981283477,0.13920016563091364,0.0795170503698549
EAS,CNA,regional_doy_climatology,438,14,6.506415010744624,0.6954419293015507,3.0112261044683573,-0.02410163872880781
EAS,EAS,regional_doy_climatology,110,16,8.86485724853131,0.5909189712284239,0.0,0.0
EAS,EAU,regional_doy_climatology,241,6,7.320190850216876,0.6928588113634958,3.1217926314381157,0.02795248579016055
EAS,ENA,regional_doy_climatology,522,21,6.894410386737306,0.6429556865077077,2.187624999944838,-0.08125278787843389
EAS,MED,regional_doy_climatology,328,19,6.582473636818139,0.7227175792979843,3.776667603949151,0.09113083058199763
EAS,NCA,regional_doy_climatology,144,7,6.15120920188552,0.7522765057486618,4.294291917155286,0.2736029498882387
EAS,NEU,regional_doy_climatology,1000,28,6.123041062868471,0.6151122812417582,2.974437237744713,-0.03131540651473352
EAS,NWN,regional_doy_climatology,183,36,6.555815974151684,0.640413586262532,2.8154891288560013,-0.08481609483038044
EAS,SAU,regional_doy_climatology,351,13,6.056505781867814,0.6463486841206624,3.2791760410618465,-0.002854428395169458
EAS,WCE,regional_doy_climatology,1000,14,5.978208912044071,0.6225794200211102,2.911350991770211,-0.03399187338646299
EAS,WNA,regional_doy_climatology,975,17,6.618069502407116,0.6834913092672665,3.490145140673849,0.07172806150877377
EAU,CNA,regional_doy_climatology,438,14,3.7780080238313625,0.703004850049046,0.2828191175550948,-0.01653871798131257
EAU,EAS,regional_doy_climatology,110,16,7.531134640097048,0.6766095630138822,-1.3337226084342628,0.08569059178545839
EAU,EAU,regional_doy_climatology,241,6,4.1983982187787605,0.6649063255733354,0.0,0.0
EAU,ENA,regional_doy_climatology,522,21,4.355024673508302,0.6384988052714473,-0.3517607132841668,-0.08570966911469428
EAU,MED,regional_doy_climatology,328,19,3.2738172637037857,0.6781370683118159,0.46801123083479834,0.04655031959582914
EAU,NCA,regional_doy_climatology,144,7,2.985017465054982,0.7440611917846459,1.1281001803247481,0.26538763592422276
EAU,NEU,regional_doy_climatology,1000,28,3.2809337690121954,0.594553212482201,0.1323299438884367,-0.05187447527429059
EAU,NWN,regional_doy_climatology,183,36,3.754646850690256,0.6412344177059249,0.014320005394573345,-0.08399526338698753
EAU,SAU,regional_doy_climatology,351,13,3.3094325801110607,0.6744934711461771,0.5321028393050939,0.025290358630345202
EAU,WCE,regional_doy_climatology,1000,14,3.211421808631916,0.6123243112041963,0.1445638883580564,-0.04424698220337681
EAU,WNA,regional_doy_climatology,975,17,3.2880583452609082,0.6282006114870108,0.1601339835276408,0.016437363728518072
ENA,CNA,regional_doy_climatology,438,14,4.229864228848009,0.8167811820731493,0.7346753225717412,0.09723761404279072
ENA,EAS,regional_doy_climatology,110,16,7.69207955121522,0.722788329310358,-1.1727776973160913,0.13186935808193423
ENA,EAU,regional_doy_climatology,241,6,4.682848004294171,0.7706615168670985,0.4844497855154105,0.1057551912937632
ENA,ENA,regional_doy_climatology,522,21,4.706785386792467,0.7242084743861416,0.0,0.0
ENA,MED,regional_doy_climatology,328,19,3.8405602920827993,0.8173143523473475,1.034754259213812,0.18572760363136082
ENA,NCA,regional_doy_climatology,144,7,3.5695836337994424,0.8932390523937461,1.7126663490692087,0.41456549653332286
ENA,NEU,regional_doy_climatology,1000,28,3.623326211309161,0.66129111033746,0.47472238618540263,0.014863422580968419
ENA,NWN,regional_doy_climatology,183,36,4.118174893848225,0.7209196568387294,0.37784804855254284,-0.004310024254183052
ENA,SAU,regional_doy_climatology,351,13,3.6658340027920047,0.7616030920396557,0.8885042619860383,0.11239997952382379
ENA,WCE,regional_doy_climatology,1000,14,3.5559022491343644,0.6883328290699866,0.4890443288605047,0.03176153566241346
ENA,WNA,regional_doy_climatology,975,17,3.824078718748812,0.7424944186050736,0.696154357015545,0.1307311708465808
MED,CNA,regional_doy_climatology,438,14,3.3590928969806924,0.6878704990428848,-0.1360960092955751,-0.03167306898747376
MED,EAS,regional_doy_climatology,110,16,7.2081828638297365,0.6901996234569417,-1.6566743847015732,0.09928065222851797
MED,EAU,regional_doy_climatology,241,6,3.8035251053336316,0.62938908344192,-0.39487311344512893,-0.03551724213141533
MED,ENA,regional_doy_climatology,522,21,4.022629985751541,0.63436994415162,-0.6841554010409272,-0.08983853023452164
MED,MED,regional_doy_climatology,328,19,2.8058060328689876,0.6315867487159866,0.0,0.0
MED,NCA,regional_doy_climatology,144,7,2.5011701120217804,0.7301830024902872,0.6442528272915464,0.2515094466298641
MED,NEU,regional_doy_climatology,1000,28,2.9163710500264064,0.5857637517723242,-0.23223277509735216,-0.0606639359841675
MED,NWN,regional_doy_climatology,183,36,3.3638677743119816,0.6275264848754605,-0.37645907098370096,-0.09770319621745195
MED,SAU,regional_doy_climatology,351,13,2.9197417664228165,0.6833774919473978,0.14241202561684999,0.03417437943156604
MED,WCE,regional_doy_climatology,1000,14,2.846430751098741,0.6031326167002014,-0.22042716917511845,-0.05343867670737187
MED,WNA,regional_doy_climatology,975,17,2.9154899390416795,0.5828544930693983,-0.2124344226915873,-0.02890875468909442
NCA,CNA,regional_doy_climatology,438,14,2.8179064153729745,0.495244407433837,-0.677282490903293,-0.2242991605965216
NCA,EAS,regional_doy_climatology,110,16,6.650539449207962,0.4628958421808139,-2.2143177993233483,-0.12802312904760996
NCA,EAU,regional_doy_climatology,241,6,3.4182535946571235,0.5069205897647351,-0.7801446241216368,-0.15798573580860029
NCA,ENA,regional_doy_climatology,522,21,3.6237380293114088,0.49471822247444136,-1.0830473574810593,-0.22949025191170022
NCA,MED,regional_doy_climatology,328,19,2.4311934678800977,0.5238376686847013,-0.3746125649888898,-0.10774908003128535
NCA,NCA,regional_doy_climatology,144,7,1.8569172847302338,0.47867355586042315,0.0,0.0
NCA,NEU,regional_doy_climatology,1000,28,2.6293555931139045,0.48154545037733104,-0.5192482320098539,-0.1648822373791606
NCA,NWN,regional_doy_climatology,183,36,2.9893836110865184,0.48393510718061605,-0.750943234209164,-0.24129457391229636
NCA,SAU,regional_doy_climatology,351,13,2.41442848464255,0.4865166826218062,-0.36290125616341645,-0.16268642989402562
NCA,WCE,regional_doy_climatology,1000,14,2.5017588275327647,0.4877498719302272,-0.5650990927410948,-0.16882142147734594
NCA,WNA,regional_doy_climatology,975,17,2.660702551620715,0.5270858507108118,-0.46722181011255215,-0.08467739704768093
NEU,CNA,regional_doy_climatology,438,14,3.700045182897616,0.8072265939082383,0.20485627662134842,0.08768302587787967
NEU,EAS,regional_doy_climatology,110,16,7.284982027341689,0.7149389485705707,-1.5798752211896216,0.12401997734214691
NEU,EAU,regional_doy_climatology,241,6,4.186634911482105,0.7570743666911269,-0.011763307296656186,0.09216804111779152
NEU,ENA,regional_doy_climatology,522,21,4.2772266211998895,0.7174734180603849,-0.42955876559257805,-0.006735056325756607
NEU,MED,regional_doy_climatology,328,19,3.2802678207897196,0.807094394329069,0.47446178792073235,0.17550764561308238
NEU,NCA,regional_doy_climatology,144,7,2.911311174393014,0.8744957212652033,1.05439388966278,0.3958221654047801
NEU,NEU,regional_doy_climatology,1000,28,3.1486038251237582,0.6464276877564916,0.0,0.0
NEU,NWN,regional_doy_climatology,183,36,3.612492759768303,0.7079967900617407,-0.12783408552737976,-0.017232891031171794
NEU,SAU,regional_doy_climatology,351,13,3.1393193364627927,0.7502860553833083,0.3619895956568261,0.10108294286747639
