source_region,target_region,model,n_stations,n_cells,mae_mean,brier_mean,mae_out_minus_in_mean,brier_out_minus_in_mean
CNA,CNA,stgcn_diffusion,438,14,2.085986001231107,0.16359529546794882,0.0,0.0
CNA,EAS,stgcn_diffusion,110,16,6.652029248160329,0.24361400176692233,0.4625827803383957,0.018536032354097832
CNA,EAU,stgcn_diffusion,241,6,2.8335615866054904,0.21269380770407897,0.04201057922900474,0.0038891121197503872
CNA,ENA,stgcn_diffusion,522,21,3.076230699392292,0.25400529772068875,0.0067676798960665955,0.003459515256694145
CNA,MED,stgcn_diffusion,328,19,1.7621444052517226,0.17754766003658717,0.05122640729430743,0.008690207940762038
CNA,NCA,stgcn_diffusion,144,7,1.0294166102030433,0.09670501379902546,0.00039412299189989464,0.0008708903829279815
CNA,NEU,stgcn_diffusion,1000,29,2.2820539278805803,0.31906863376654765,0.09769682548864787,0.026917386889565298
CNA,NWN,stgcn_diffusion,183,36,2.5371327837195516,0.25528081201490577,0.19282272049601024,0.03691100344549543
CNA,SAU,stgcn_diffusion,351,13,1.9170652981089686,0.22530513443754246,0.03347893528607232,0.006503628562453321
CNA,WCE,stgcn_diffusion,1000,15,2.1655532833023172,0.30297487790432837,0.05582203254605385,0.014284829748190665
CNA,WNA,stgcn_diffusion,975,17,2.0457886102562264,0.2364933910645071,0.0771823873580775,0.020507404741517646
EAS,CNA,stgcn_diffusion,438,14,2.2017033955865424,0.1881918804847565,0.11571739435543546,0.024596585016807664
EAS,EAS,stgcn_diffusion,110,16,6.189446467821933,0.22507796941282449,0.0,0.0
EAS,EAU,stgcn_diffusion,241,6,2.814133022539592,0.2142307864081075,0.02258201516310636,0.005426090823778909
EAS,ENA,stgcn_diffusion,522,21,3.234246397832295,0.28128508485336595,0.1647833783360694,0.030739302389371323
EAS,MED,stgcn_diffusion,328,19,1.7206876418923973,0.17119549108144982,0.009769643934982194,0.0023380389856246945
EAS,NCA,stgcn_diffusion,144,7,1.0360996828019444,0.09963158479971818,0.007077195590801191,0.0037974613836207136
EAS,NEU,stgcn_diffusion,1000,29,2.2207256653553236,0.29671209546622784,0.03636856296339092,0.004560848589245459
EAS,NWN,stgcn_diffusion,183,36,2.4368857032892004,0.22647735960372278,0.09257564006565903,0.008107551034312432
EAS,SAU,stgcn_diffusion,351,13,1.8977512890375738,0.22259131218542683,0.014164926214677442,0.0037898063103376663
EAS,WCE,stgcn_diffusion,1000,15,2.1320109794987347,0.28908294585440786,0.022279728742471302,0.00039289769827017173
EAS,WNA,stgcn_diffusion,975,17,1.9816245749758903,0.22033586771375566,0.013018352077741801,0.004349881390766184
EAU,CNA,stgcn_diffusion,438,14,2.1565877618445723,0.17575897114680514,0.07060176061346561,0.012163675678856305
EAU,EAS,stgcn_diffusion,110,16,6.149353498284081,0.22650887122683458,-0.04009296953785194,0.0014309018140101107
EAU,EAU,stgcn_diffusion,241,6,2.7915510073764853,0.20880469558432857,0.0,0.0
