source_region,target_region,model,n_stations,n_cells,mae_mean,brier_mean,mae_out_minus_in_mean,brier_out_minus_in_mean
CNA,CNA,spatial_knn_ridge,438,14,2.355174814899012,0.20246154627177645,0.0,0.0
CNA,EAS,spatial_knn_ridge,110,16,6.230921270078539,0.2377359906477172,-0.023084586951033083,-0.008089325646096875
CNA,EAU,spatial_knn_ridge,241,6,2.9773877637829087,0.2296632978717467,-0.012901839914791878,-0.001692744290686314
CNA,ENA,spatial_knn_ridge,522,21,3.3153583052978814,0.29574294511648624,-0.08589245681215216,-0.014755786052915025
CNA,MED,spatial_knn_ridge,328,19,1.8916576954258018,0.18685946842865767,0.019466605254060933,4.0883797752767245e-06
CNA,NCA,spatial_knn_ridge,144,7,1.2564701885044276,0.11090453983283552,0.1140127642555584,0.0010557061482549268
CNA,NEU,spatial_knn_ridge,1000,28,2.3269985885774607,0.29846237463296565,-0.058510517547374304,-0.005536338442320547
CNA,NWN,spatial_knn_ridge,183,36,2.5898239767723976,0.241864400120283,0.07313207097507234,-0.003755403849262307
CNA,SAU,spatial_knn_ridge,351,13,2.012244751712771,0.2385624029329049,-0.01693107332882482,0.0010261725641622869
CNA,WCE,spatial_knn_ridge,1000,14,2.194144367226997,0.2963284684525583,-0.07426739319396591,-0.0066442975977378865
CNA,WNA,spatial_knn_ridge,975,17,2.1778579732432077,0.22683665649651122,0.026525122785471134,-0.004441791969972609
EAS,CNA,spatial_knn_ridge,438,14,2.5086309050344826,0.22926249135216908,0.15345609013546999,0.02680094508039263
EAS,EAS,spatial_knn_ridge,110,16,6.254005857029572,0.24582531629381404,0.0,0.0
EAS,EAU,spatial_knn_ridge,241,6,3.079259955196032,0.24469636166200834,0.08897035149833116,0.013340319499575364
EAS,ENA,spatial_knn_ridge,522,21,3.46814759990383,0.3229935748163993,0.06689683779379632,0.012494843646998025
EAS,MED,spatial_knn_ridge,328,19,1.999593472560797,0.1992902850753454,0.12740238238905602,0.012434905026462993
EAS,NCA,spatial_knn_ridge,144,7,1.3840060887215528,0.12692274840857257,0.24154866447268353,0.017073914723991973
EAS,NEU,spatial_knn_ridge,1000,28,2.3809728861580233,0.3056023167477182,-0.00453621996681218,0.0016036036724320223
EAS,NWN,spatial_knn_ridge,183,36,2.602117984570587,0.2537981518388178,0.08542607877326142,0.00817834786927254
EAS,SAU,spatial_knn_ridge,351,13,2.1241516338672604,0.25608782225491844,0.09497580882566449,0.01855159188617582
EAS,WCE,spatial_knn_ridge,1000,14,2.2811316335214475,0.30741509195191874,0.012719873100484204,0.004442325901622531
EAS,WNA,spatial_knn_ridge,975,17,2.228965464160784,0.23669286521607832,0.07763261370304808,0.005414416749594494
EAU,CNA,spatial_knn_ridge,438,14,2.389109294455471,0.2101274567447361,0.03393447955645863,0.007665910472959657
EAU,EAS,spatial_knn_ridge,110,16,6.212304019794879,0.23487346572007503,-0.04170183723469355,-0.010951850573738996
EAU,EAU,spatial_knn_ridge,241,6,2.990289603697701,0.231356042162433,0.0,0.0
EAU,ENA,spatial_knn_ridge,522,21,3.3511094463415994,0.3035556587481011,-0.05014131576843428,-0.006943072421300148
EAU,MED,spatial_knn_ridge,328,19,1.905546776938613,0.18611203065892895,0.03335568676687209,-0.0007433493899534366
EAU,NCA,spatial_knn_ridge,144,7,1.2780753016843034,0.11348544790911957,0.13561787743543413,0.003636614224538981
EAU,NEU,spatial_knn_ridge,1000,28,2.3280812234423385,0.29738407896759583,-0.05742788268249718,-0.006614634107690375
EAU,NWN,spatial_knn_ridge,183,36,2.5693679468056723,0.2351314599761683,0.05267604100834688,-0.010488343993377034
EAU,SAU,spatial_knn_ridge,351,13,2.02805765036784,0.23907581427630573,-0.0011181746737558478,0.0015395839075631205
EAU,WCE,spatial_knn_ridge,1000,14,2.2048883349402635,0.2964644617560828,-0.06352342548069927,-0.006508304294213366
EAU,WNA,spatial_knn_ridge,975,17,2.1745443523298844,0.2245392307882346,0.02321150187214819,-0.0067392176782492255
ENA,CNA,spatial_knn_ridge,438,14,2.4840282894680046,0.21696801166497834,0.12885347456899232,0.014506465393201868
ENA,EAS,spatial_knn_ridge,110,16,6.336068723516643,0.24660718884905677,0.08206286648707029,0.0007818725552427325
ENA,EAU,spatial_knn_ridge,241,6,3.09259113479207,0.2406526033090663,0.10230153109436936,0.009296561146633308
ENA,ENA,spatial_knn_ridge,522,21,3.401250762110033,0.3104987311694013,0.0,0.0
ENA,MED,spatial_knn_ridge,328,19,2.024379674819802,0.19889135953151543,0.15218858464806123,0.012035979482633038
ENA,NCA,spatial_knn_ridge,144,7,1.4254205253002028,0.12194008497928085,0.2829631010513334,0.012091251294700255
ENA,NEU,spatial_knn_ridge,1000,28,2.3918661806296795,0.30552134497461825,0.0063570745048443416,0.001522631899332085
ENA,NWN,spatial_knn_ridge,183,36,2.6853077863590102,0.2587993801894899,0.16861588056168464,0.013179576219944566
ENA,SAU,spatial_knn_ridge,351,13,2.1203267988448986,0.25296968140070175,0.09115097380330252,0.015433451031959144
ENA,WCE,spatial_knn_ridge,1000,14,2.2690135844150534,0.3059199056505476,0.0006018239940904129,0.002947139600251421
ENA,WNA,spatial_knn_ridge,975,17,2.290741482382823,0.23656594634934178,0.13940863192508685,0.005287497882857926
MED,CNA,spatial_knn_ridge,438,14,2.364072253891545,0.214260486227647,0.008897438992532826,0.011798939955870563
MED,EAS,spatial_knn_ridge,110,16,6.192897136282032,0.23376299990703975,-0.06110872074753985,-0.012062316386774305
MED,EAU,spatial_knn_ridge,241,6,2.9646734688465104,0.2322484272948803,-0.02561613485119074,0.0008923851324472911
MED,ENA,spatial_knn_ridge,522,21,3.339130103425923,0.30737575915817056,-0.0621206586841106,-0.0031229720112307207
MED,MED,spatial_knn_ridge,328,19,1.8721910901717407,0.18685538004888239,0.0,0.0
MED,NCA,spatial_knn_ridge,144,7,1.2361821448064834,0.11455556679320798,0.093724720557614,0.0047067331086273825
MED,NEU,spatial_knn_ridge,1000,28,2.314985777578099,0.29890940419565454,-0.07052332854673646,-0.005089308879631676
