source_region,target_region,model,n_stations,n_cells,mae_mean,brier_mean,mae_out_minus_in_mean,brier_out_minus_in_mean
CNA,CNA,stgcn_diffusion,438,14,2.0870048176426033,0.1631945277798814,0.0,0.0
CNA,EAS,stgcn_diffusion,110,16,6.947969301786073,0.24068247549629085,0.745035365717059,0.01379917568866909
CNA,EAU,stgcn_diffusion,241,6,2.922185235316038,0.2119608459533145,0.13085020927854238,0.0026190553401662106
CNA,ENA,stgcn_diffusion,522,21,3.1278984204155624,0.25513882539490346,0.06336766411629867,0.00511298544851609
CNA,MED,stgcn_diffusion,328,19,1.8117558687069606,0.17987368509198745,0.10199017898549409,0.011011967449722807
CNA,NCA,stgcn_diffusion,144,7,1.0512465973544924,0.099496124517785,0.02502446655158665,0.0031864761244821444
CNA,NEU,stgcn_diffusion,1000,28,2.3440379824967947,0.3113815496719418,0.09980950922415455,0.01919860709836083
CNA,NWN,stgcn_diffusion,183,36,2.5343274968476392,0.2482019789189267,0.184425553846497,0.028937678291876937
CNA,SAU,stgcn_diffusion,351,13,1.9529106185422307,0.22434141858599366,0.0710188586693497,0.005458411886223603
CNA,WCE,stgcn_diffusion,1000,14,2.1988218674584536,0.2986223628796641,0.06659742724840123,0.010531039869754885
CNA,WNA,stgcn_diffusion,975,17,2.08732347742594,0.23249725392271223,0.12112244136210043,0.01606237718589107
EAS,CNA,stgcn_diffusion,438,14,2.210685148932932,0.18925137164184222,0.12368033129032871,0.026056843861960815
EAS,EAS,stgcn_diffusion,110,16,6.202933936069013,0.22688329980762176,0.0,0.0
EAS,EAU,stgcn_diffusion,241,6,2.8202490276419914,0.21490188743582955,0.028914001604496017,0.005560096822681263
EAS,ENA,stgcn_diffusion,522,21,3.248254551199665,0.2818598277593498,0.18372379490040175,0.0318339878129625
EAS,MED,stgcn_diffusion,328,19,1.7257435931099276,0.17146203637927754,0.015977903388461338,0.0026003187370129003
EAS,NCA,stgcn_diffusion,144,7,1.038662578143621,0.1003899965510852,0.012440447340715003,0.004080348157782337
EAS,NEU,stgcn_diffusion,1000,28,2.286491033787438,0.29506137979642566,0.04226256051479742,0.002878437222844695
EAS,NWN,stgcn_diffusion,183,36,2.4200046703290226,0.22489065282261347,0.07010272732788074,0.005626352195563718
EAS,SAU,stgcn_diffusion,351,13,1.9055472755114773,0.2229483008238488,0.023655515638596216,0.004065294124078768
EAS,WCE,stgcn_diffusion,1000,14,2.1675148190612608,0.28876818546139754,0.03529037885120802,0.0006768624514883677
EAS,WNA,stgcn_diffusion,975,17,1.9761819596597636,0.21956310672872384,0.009980923595923879,0.003128229991902673
EAU,CNA,stgcn_diffusion,438,14,2.1592718146441596,0.17590416928372174,0.07226699700155652,0.012709641503840312
EAU,EAS,stgcn_diffusion,110,16,6.170112110543459,0.22672001024410687,-0.032821825525554106,-0.00016328956351486663
EAU,EAU,stgcn_diffusion,241,6,2.791335026037496,0.20934179061314828,0.0,0.0
EAU,ENA,stgcn_diffusion,522,21,3.1869763462448164,0.2717024423997488,0.12244558994555285,0.02167660245336144
EAU,MED,stgcn_diffusion,328,19,1.711477877583218,0.16932064346695158,0.0017121878617516685,0.0004589258246869086
EAU,NCA,stgcn_diffusion,144,7,1.0265598278455177,0.09610217409086014,0.0003376970426118327,-0.00020747430244271754
