source_region,target_region,model,n_stations,n_cells,mae_mean,brier_mean,mae_out_minus_in_mean,brier_out_minus_in_mean
CNA,CNA,graphwavenet_transfer,438,14,1.9795279937331731,0.14931878375388644,0.0,0.0
CNA,EAS,graphwavenet_transfer,110,16,6.239562309743285,0.23883382922739632,0.03979430715402844,0.013925694800858575
CNA,EAU,graphwavenet_transfer,241,6,2.8162572866602624,0.20930710782478948,0.019842894117911812,0.000605244004135167
CNA,ENA,graphwavenet_transfer,522,21,2.9592015780366023,0.23685294263825654,0.04075958173572919,0.0052414767608085526
CNA,MED,graphwavenet_transfer,328,19,1.7539143855373103,0.17387876814359932,0.045508160155170736,0.004554445749958306
CNA,NCA,graphwavenet_transfer,144,7,1.0098619052357707,0.09407298278169356,-0.008522948804313316,0.00011714937827901988
CNA,NEU,graphwavenet_transfer,1000,29,2.3200121008535977,0.31024897510257693,0.14285941457130777,0.019478936314634713
CNA,NWN,graphwavenet_transfer,183,36,2.484825307726737,0.24834534997930016,0.18626333619615026,0.03593876830289606
CNA,SAU,graphwavenet_transfer,351,13,1.9146379823826334,0.22196000758821874,0.04011585228205613,0.005222690870459579
CNA,WCE,graphwavenet_transfer,1000,15,2.2029948798918135,0.29884123990674855,0.09611491140719614,0.009918842628581052
CNA,WNA,graphwavenet_transfer,975,17,2.010568487536261,0.23240551122634726,0.08062621446486709,0.021791310044664235
EAS,CNA,graphwavenet_transfer,438,14,2.1994661343761166,0.185063911183613,0.2199381406429435,0.03574512742972658
EAS,EAS,graphwavenet_transfer,110,16,6.199768002589256,0.22490813442653773,0.0,0.0
EAS,EAU,graphwavenet_transfer,241,6,2.813098278687703,0.21103446733128636,0.0166838861453521,0.0023326035106320444
EAS,ENA,graphwavenet_transfer,522,21,3.2452188071554913,0.28006390274764054,0.3267768108546181,0.048452436870192545
EAS,MED,graphwavenet_transfer,328,19,1.7214113454753948,0.17053944098834448,0.013005120093255268,0.0012151185947034677
EAS,NCA,graphwavenet_transfer,144,7,1.0336172171763662,0.09863436811705929,0.015232363136282087,0.00467853471364476
EAS,NEU,graphwavenet_transfer,1000,29,2.262247875157976,0.2975368574648369,0.08509518887568611,0.0067668186768946705
EAS,NWN,graphwavenet_transfer,183,36,2.3898851042082714,0.2220151286420451,0.09132313267768487,0.009608546965641009
EAS,SAU,graphwavenet_transfer,351,13,1.9029482922437126,0.21964428652268447,0.02842616214313536,0.002906969804925316
EAS,WCE,graphwavenet_transfer,1000,15,2.1739016900315833,0.2905093136988149,0.06702172154696587,0.0015869164206473668
EAS,WNA,graphwavenet_transfer,975,17,1.975450375396486,0.22031722845689072,0.04550810232509249,0.009703027275207691
EAU,CNA,graphwavenet_transfer,438,14,2.1613454526465894,0.17699547925881978,0.1818174589134163,0.02767669550493335
EAU,EAS,graphwavenet_transfer,110,16,6.144066564388069,0.2288769225872499,-0.05570143820118684,0.003968788160712162
EAU,EAU,graphwavenet_transfer,241,6,2.7964143925423506,0.2087018638206543,0.0,0.0
EAU,ENA,graphwavenet_transfer,522,21,3.1881252382104526,0.2716427919492593,0.2696832419095796,0.04003132607181126
EAU,MED,graphwavenet_transfer,328,19,1.7101531993490646,0.16880670331292047,0.0017469739669253791,-0.0005176190807205244
EAU,NCA,graphwavenet_transfer,144,7,1.0265384448923573,0.09681494178374819,0.008153590852273398,0.0028591083803336482
EAU,NEU,graphwavenet_transfer,1000,29,2.212818103941431,0.2982395012743882,0.035665417659140976,0.007469462486445971
EAU,NWN,graphwavenet_transfer,183,36,2.4605057605889202,0.23081838003655003,0.16194378905833348,0.01841179836014594
EAU,SAU,graphwavenet_transfer,351,13,1.8774186343350157,0.2169849353253412,0.0028965042344385895,0.000247618607582064
EAU,WCE,graphwavenet_transfer,1000,15,2.123840780145369,0.29158135120611295,0.016960811660751706,0.0026589539279454383
EAU,WNA,graphwavenet_transfer,975,17,1.9980571652577535,0.2244329829271011,0.06811489218636001,0.013818781745418063
ENA,CNA,graphwavenet_transfer,438,14,1.9997057845606516,0.15062873664414309,0.02017779082747857,0.0013099528902566272
ENA,EAS,graphwavenet_transfer,110,16,6.324294152079486,0.27060372187519727,0.12452614949022993,0.04569558744865956
ENA,EAU,graphwavenet_transfer,241,6,2.839460172683789,0.21856934314126872,0.04304578014143831,0.009867479320614405
ENA,ENA,graphwavenet_transfer,522,21,2.918441996300873,0.231611465877448,0.0,0.0
ENA,MED,graphwavenet_transfer,328,19,1.7356181860818305,0.1760041090709501,0.027211960699690986,0.00667978667730909
ENA,NCA,graphwavenet_transfer,144,7,1.0033203644248574,0.09281329305041984,-0.015064489615226813,-0.0011425403529946978
ENA,NEU,graphwavenet_transfer,1000,29,2.279830506284917,0.3282585896392755,0.10267782000262736,0.03748855085133328
ENA,NWN,graphwavenet_transfer,183,36,2.464470012112178,0.24444546960448496,0.16590804058159112,0.032038887928080836
ENA,SAU,graphwavenet_transfer,351,13,1.9103433394134983,0.22909364514686667,0.0358212093129211,0.012356328429107501
ENA,WCE,graphwavenet_transfer,1000,15,2.1642100233370654,0.30925607826648616,0.057330054852447944,0.02033368098831862
ENA,WNA,graphwavenet_transfer,975,17,2.0151916568408828,0.236768682589691,0.08524938376948919,0.02615448140800797
MED,CNA,graphwavenet_transfer,438,14,2.1712737314347796,0.18224187940881081,0.19174573770160666,0.03292309565492439
MED,EAS,graphwavenet_transfer,110,16,6.144057177094575,0.22485947391170438,-0.05571082549468034,-4.866051483335233e-05
MED,EAU,graphwavenet_transfer,241,6,2.8028444177572616,0.21062056762689438,0.006430025214911026,0.0019187038062400657
MED,ENA,graphwavenet_transfer,522,21,3.187942366903892,0.27466112317370756,0.26950037060301923,0.04304965729625954
MED,MED,graphwavenet_transfer,328,19,1.7084062253821393,0.169324322393641,0.0,0.0
MED,NCA,graphwavenet_transfer,144,7,1.026476217884599,0.09672941447313073,0.008091363844514922,0.002773581069716192
MED,NEU,graphwavenet_transfer,1000,29,2.1968535357554746,0.2946074093046101,0.01970084947318499,0.003837370516667855
MED,NWN,graphwavenet_transfer,183,36,2.431741737008448,0.22254897670984755,0.1331797654778616,0.010142395033443453
MED,SAU,graphwavenet_transfer,351,13,1.8763546790964043,0.21850007624813822,0.0018325489958271437,0.001762759530379063
MED,WCE,graphwavenet_transfer,1000,15,2.1143098516617256,0.2891845746112342,0.007429883177108241,0.00026217733306672643
